"физическое лицо"," ИНДИВИДУАЛЬНЫЙ Слово «индивидуум» образовано от латинских корней и означает «относящийся к одному». Его лексическими компонентами являются: префикс in- (не, без), divirere (разделять, отделять), а также суффикс -al (связанный с). См.: префиксы, суффиксы, другие латинские корни, отдельные, разделяемые, а также вневременные. Внимание: это минимальный вход. Он включает только префикс, корень и суффикс отдельного слова. У нас даже нет его в алфавитном указателе ниже, и мы не включаем его в общее количество слов в этом словаре. Рекомендуется перейти по ссылкам, указанным выше синими буквами, для получения дополнительной информации об элементах, из которых состоит это слово."
" шале","ШАЛЕ или ШАЛЕ Слово «шале», заимствованное из французского языка, сегодня обозначает в испанском языке частный (или двухквартирный) дом: так мы говорим о «виллах». По-французски голос соответствует только тому, что было вначале: дом в швейцарском стиле из дерева, из тех, что обычно встречаются в горах. Именно писатель и философ Хуан Хакобо Руссо (Женева, 1712 г. - Эрменонвиль, 1778 г.) популяризировал его благодаря своему роману «Новая Элоиза», используя термин из швейцарского романа (производный от «кала»), который обозначал убежище гор. пастухи своей родины. - Спасибо: Филипп Висенте"
" обработка почвы","пахота Слово пахота имеет значение «возделывание полей» и происходит от суффикса -anza (качество того, кто выполняет действие) в глаголе «пахать», а это от латинского Laborare = «первоначально это означало страдать». усилий и терпения лишений, а затем стало обозначать идею работы или активного занятия чем-либо в посвящениях, требующих физических усилий». См.: работа, крестьянин, а также задержка. Внимание: это минимальный вход. У нас даже нет его в алфавитном указателе ниже, и мы не включаем его в общее количество слов в этом словаре. Для получения дополнительной информации рекомендуется перейти по ссылкам, указанным выше синими буквами."
" расход, расходы","РАСХОДЫ Слово расход имеет значение «расход, платеж» и происходит от слова «тратить», а это от латинского «вастаре» = «опустошать». Смотрите: тратить, а также обширный. Внимание: это минимальный вход. У нас даже нет его в алфавитном указателе ниже, и мы не включаем его в общее количество слов в этом словаре. Для получения дополнительной информации рекомендуется перейти по ссылкам, указанным выше синими буквами."
" реформа","РЕФОРМА Слово «реформа» образовано от латинских корней и означает «действие по изменению чего-либо. Оно относится к изменениям, которых требовал Мартин Лютер (1483-1546) от католической церкви». Его лексическими компонентами являются: приставка ре- (назад) и форма (фигура, образ). См.: приставки, другие латинские корни, полулежа, форма, а также протестант. Внимание: это минимальный вход. Он включает только префикс и корень слова реформа. У нас даже нет его в алфавитном указателе ниже, и мы не включаем его в общее количество слов в этом словаре. Рекомендуется перейти по ссылкам, указанным выше синими буквами, для получения дополнительной информации об элементах, из которых состоит это слово."
" дуэт","DUO Слово duo, по-видимому, взято из итальянского слова duo и используется в основном в области музыки. В итальянском языке он был в значительной степени заменен его уменьшительным дуэтом. Мы предпочтительно используем duo для обозначения инструментальной группы из двух инструментов, которые действуют одновременно, в то время как мы оставляем дуэт или дуэт для двух голосов, которые поют вместе. Итальянское слово происходит от латинского duo (два), что дает нам два в испанском (от винительного дуэта) и дает должное в итальянском. Этот вариант дуэта был выделен в романском языке как дуэт, то есть (один) набор из двух. Но первоначально duo не было ни в единственном, ни во множественном числе, и сохранившееся здесь о является подлинным морфологическим реликтом, который даже для латинского уха уже был несколько аномален, и поэтому, особенно в нижнелатинском, мы находим популярные выражения, такие как форма дуа, реконструированное как среднее множественное число. Мы знаем, что в индоевропейском родном языке, или, если хотите, в праиндоевропейском, было не два числа (единственное и множественное число), а три: единственное число для одного, двойное для двух и множественное число для более чем двух. Дуал имел свои формы у существительных и глаголов. Двойное число существует в различных языках мира, в том числе в некоторых семитских языках и, в частности, в арабском языке. Индоевропейские языки в основном сокращали числа до двух, единственного и множественного числа, хотя некоторые долгое время сохраняли три числа (некоторые редкие языки сохраняют их и сегодня). Таким образом, в гомеровском греческом двойственность полностью активна, в то время как в классическом греческом она представляет собой лишь необычный архаизм. Латынь устранила двойственность в морфологии всех существительных и в глаголе, но сохранила в некоторых словах какой-то изолированный след. Индоевропейские двойные номинативы обозначались удлиненным о (-ō), которое сохранилось в своеобразном номинативном дуэте мужского и среднего рода латинского числительного два, а также в именительном падеже амбо (и то, и другое, т. , два). Латинский числительный дуэт происходит от индоевропейского слова и корня *dwo- (в реконструкцию которого индоевропейцы включают конечный двойной знак), универсального для всех индоевропейских языков, который фактически дал начало двум формам в латыни: радикал du-/duo и форма bi- (от *dwi-), наиболее часто используемая в качестве префикса. Так, бесчисленные слова, пришедшие к нам из латыни, содержат этот радикал в той или иной его форме, как, например, два, дуо, дюжина, дуодено, двенадцатый, двойной, двойной, сомнение, сомнительный, бинарный, сочетать, двустворчатый, двустворчатый, двустворчатый, бирема, бисквит. , двуногий и т.д. В греческом языке это дало начало префиксу ди, присутствующему во многих словах, происходящих из этого языка, таких как диплом, двугранный, дилемма, диптероус, дифтонг, димер, дистик и т. д."
отпуск," ОТПУСК Слово отпуск, которое мы обычно используем во множественном числе, отпуск, происходит от латинского vacatio, Vacationis (освобождение от работы или обязательства, время, в течение которого должность была вакантной или незанятой), и является названием действия глагол vacare (быть пустым). , быть незанятым), глагол, который также дает нам такие слова, как пустой, пустой, вакантный, блуждать, расплывчатый, пустой, пустота, vahído, vaguada или эвакуировать. Этому глаголу приписывается индоевропейский корень *eu-2 (пустой), который также дал на латыни: Прилагательное vanus (напрасный, полый, пустой), от которого происходят тщеславие, суета, чердак, исчезают или басте. Прилагательное Vastus (пустыня, пустота), от которого происходят необъятность, необъятность, опустошение или разорение."
" паровой котел","КОТЕЛ Слово котел происходит от латинского caldaria (горячий, от calidaria). Прежде всего, латинское слово в нейтральной форме, caldarium, обозначало как печь или котел, так и горячую паровую баню римских бань. Оно происходит от прилагательного calidus (теплый, горячий), от которого в испанском языке также произошли слова теплый, бульон, ошпаренный и угли. С этим же корнем латинское слово жара, которое дает нам жар, калорийность, теплотворность и холодок. И точно так же у нас есть глагол calere (быть горячим), от которого образованы горячий, конопатить, chalán, шофер и браконьер. Все эти латинские слова происходят от индоевропейского корня, который Робертс-Пастор дает как *kelә-1 (горячий), а Покорный - как *k̂el-1."
" сломанный","СЛОМАННЫЙ Как говорится: сломанный никогда не пропадет, ибо не сшитый. Меня это смутило, хорошо сломлено, в Чили это относится к человеку из низшего сословия, малообразованному, плохо одетому. Эта поговорка относится не к человеку (сломанному, волосатому), а к ситуации, которая становится хуже (сломанной), чем уже была (несшитая). Слезу легче склеить, чем слезу. Слово «сломанный» происходит от латинского ruptus, причастия совершенного вида глагола rumpere (ломать, ломать). От этого глагола также получаем: Romper Corromper, от corrumpere приставка со- указывает на сближение, встречу. Коррупция, от коррупции, суффикс тио- указывает на действие и результат. Corruptable, с суффиксом -ible, указывающим на возможность. Корруптивный - дублет тленного. Поражение, поражение, приставка де-, указывает направление сверху вниз. Ломать, ломать, суффикс -ура указывает на результат (действия ломки). Брейк — это дубль брейка. Ruta, de rupta (для французского маршрута), прорубленная тропа в лесу/джунглях. Рутина, из французской рутины, путь пройдена снова и снова. См.: рутина. Рупестрийский, от rupestre, см.: rupestre. Резкий, резкий, с приставкой аб- (отделение от предела). Извержение, от извержения, образовано с помощью префикса ex- (наружу изнутри) и суффикса -tio (действие и следствие). Эруптивный. Прерывание, от interruptio, образованное приставкой inter- (между). Латинский глагол rumpere связан с индоевропейским корнем *reup- (выхватывать, ломать), который присутствует в словах воровство и трение. М от rumpere от *reup- является обычным носовым инфиксом."
Вода," ВОДА Слово «вода» происходит от латинского слова «аква» с тем же значением. Отсюда и сотни производных, таких как аквариум, акварель, гуашь, гуашь, агуазаль, офорт, кувшин, скипидар и т. д. Оно происходит от индоевропейского корня *akwā- (вода). Этот корень, с другой стороны, не всегда является тем, который породил слово вода во всех индоевропейских языках, так как от другого, который является *wed- и несет понятие влажности или сырости, например, греческое слово ὕδωρ (гидор) образуется. , что означает вода, и мы имеем такие слова, как гидрический, гидравлический, гидрофобный или ангидрид. Также в германском и славянском использовался тот корень, который мы видим, например, в воде (англ.) или Вассере (нем.)."
" горячий","ГОРЯЧИЙ Слово «горячий» происходит от латинского calens, alimentis и означает «горячий». Его лексические компоненты: calor (тепло) плюс суффикс -nte (агент). См.: суффиксы, другие латинские корни, calefont, а также calor. Внимание: это минимальный вход. Он включает только корень и суффикс слова hot. У нас даже нет его в алфавитном указателе ниже, и мы не включаем его в общее количество слов в этом словаре. Рекомендуется перейти по ссылкам, указанным выше синими буквами, для получения дополнительной информации об элементах, из которых состоит это слово."
" парный, парный","PAREAR Слово «пареар» образовано от латинских корней и означает «сделать одинаковым, образовать два на два». Его лексические компоненты: par, paris (тот же самый) плюс суффикс -ar (используется для обозначения глаголов). См.: суффиксы, другие латинские корни, пара, пара, а также четность. Внимание: это минимальный вход. Он включает только корень и суффикс пары слов. У нас даже нет его в алфавитном указателе ниже, и мы не включаем его в общее количество слов в этом словаре. Рекомендуется перейти по ссылкам, указанным выше синими буквами, для получения дополнительной информации об элементах, из которых состоит это слово."
" электричество","ЭЛЕКТРИЧЕСТВО Слово электричество имеет значение «явление, производимое положительно или отрицательно заряженными частицами, находящимися в покое или в движении» и происходит от суффикса -dad (качество) над словом «электрический», образованного от греческого электрон = «янтарь, затем электричество. См.: электрический, а также электронный. Внимание: это минимальный вход. У нас даже нет его в алфавитном указателе ниже, и мы не включаем его в общее количество слов в этом словаре. Для получения дополнительной информации рекомендуется перейти по ссылкам, указанным выше синими буквами."
" рекомендовать","РЕКОМЕНДОВАТЬ Глагол рекомендовать является образованием с повторяющимся и интенсивным префиксом re- от латинского глагола commendare (доверять, доверять, рекомендовать, ценить и придавать значение чему-то), глагола, образованного с префиксом con- (глобально и полностью) и глагол mandare (приказать, доверять, отдать в руки другому, поручить что-то сделать другому), составной глагол manus (рука) и осмелиться (дать). Mandare также производит команду, команду и команду, коммодора, иска, доверить и энкомьенда. Латинское слово manus, происходящее от индоевропейского корня *man-2 (рука), порождает бесконечные производные, такие как рука, стадо, манера, обращение, манипулировать, умение, кроткий, поддерживать, однорукий и очень длинный и т. д. . Глагол осмелиться связан с индоевропейским корнем *dō- (давать) и также порождает бесчисленное множество производных, таких как давать, дарить, дательный падеж, издание, традиция, терять, жертвовать, дарить, прощать и т. д."
" ферма, занимаюсь","HACIENDA Слово «hacienda» происходит от латинского facienda и означает «ферма, посвященная сельскому хозяйству». Его лексическими компонентами являются: facer (делать) плюс суффикс -nda (суффикс герундия, который образует пассивные отглагольные прилагательные, указывающие на обязанность или предназначение). См.: суффиксы, другие латинские корни, faena, легенда, а также фрезерование. Внимание: это минимальный вход. Он включает только подачу и суффикс слова hacienda. У нас даже нет его в алфавитном указателе ниже, и мы не включаем его в общее количество слов в этом словаре. Рекомендуется перейти по ссылкам, указанным выше синими буквами, для получения дополнительной информации об элементах, из которых состоит это слово."
" кто-то","КТО-ТО Слово кто-то происходит от латинского aliquem (неопределенное лицо), винительного падежа от aliquis. Это слово образовано от индоевропейского корня *al (другой) и корня *kwo (кто, что). Из aliquis у нас также есть некоторые, состоящие из aliquis и unus (один). Формирование, очень похожее ни на что."
" дым","ДЫМ Слово «дым» происходит от латинского fumus. Отсюда также слова окуривать, фумарола и курить. Латинское слово fumus связано с индоевропейским корнем *dheu- (подниматься в виде облака или пара), присутствующим в слове сажа. ВЗРЫВ ДЫМА Во время завоевания пустыни ружья заряжались через дуло. Порох и боеприпасы вводились и прессовались шомполом. Когда индейцы атаковали рейд, солдаты стреляли из винтовок, из-за чего образовался дым, затем они воспользовались моментом, когда христианин должен был перезарядить винтовку, и крикнули «Иди курить...!» Они бросились на беспомощного солдата. - Спасибо, Хосе Мария Куэнка."
" прилавок","СЧЕТЧИК Слово «счетчик» происходит от латинского computator и означает «тот, кто считает». Его лексическими компонентами являются: префикс con- (все, вместе), putare (выборочно обрезать, оценивать, заказывать, думать), плюс суффикс -tor (агент, тот, кто совершает действие). См.: префиксы, суффиксы, другие латинские корни, вычисление, мнимые, а также вмененные. Внимание: это минимальный вход. Он включает только префикс, корень и суффикс счетчика слов. У нас даже нет его в алфавитном указателе ниже, и мы не включаем его в общее количество слов в этом словаре. Рекомендуется перейти по ссылкам, указанным выше синими буквами, для получения дополнительной информации об элементах, из которых состоит это слово."
" это работает, это работает","ФУНКЦИЯ Слово «функция» происходит от латинского functio, «выполнение, применение какой-либо способности, функции, выполнение долга». Это от глагола грибы «выполнять, выполнять функцию, удовлетворять, платить, выполнять, использовать, наслаждаться». В испанском языке оно, по-видимому, имеет в основном четыре основных значения. Способность к действию живого или подвижного существа. Задача этой деятельности. Массовое действо или представление, будь то угощение или театрализованное представление. А в лингвистическом и математическом смысле — относительное действие или отношение между двумя или более элементами. Латинское слово functio образовано с помощью: functus, supine of fungi (исполнять, удовлетворять), что связано с индоевропейским корнем *bheug-2 (наслаждаться); дядя, суффикс (-ción), указывающий на действие и результат. Отсюда и страх: Функционирование - Выполнение своей функции. Чиновник - Тот, кто заставляет это работать. Функциональность - Набор полезных функций, удобство и простота использования. Функционализм - архитектурное течение, которое отдает приоритет функциям конструкции и считает эстетику подчиненной этим функциям. Смерть - Смерть (которая больше не работает). Дисфункция - действие плохого функционирования."
Стена," СТЕНА Слово «стена» происходит от латинского murus (внешняя стена). Отсюда и слова стена, фреска и мурализм. Латинское слово связано с индоевропейским корнем *mei-3 (строить, чинить), который присутствует в словах мета, боеприпасы и отбросы."
" заблокирован"," БЛОК Слово блок имеет значение «преградить путь» и происходит от французского blockr = «преграждать путь стволом». См.: блокировать, а также блокировать. Внимание: это минимальный вход. У нас даже нет его в алфавитном указателе ниже, и мы не включаем его в общее количество слов в этом словаре. Для получения дополнительной информации рекомендуется перейти по ссылкам, указанным выше синими буквами."
" стена","СТЕНА Слово стена происходит от латинского слова paries, parietis (стена). Вот где мы также получаем paredaño, paredilla, paredón, бутерброд и бутерброд. Стена слова обычно относится к перегородкам внутри здания. Вероятно, оно происходит от индоевропейского корня *perә-2- (присваивать, делить). В латыни используется другое слово, вариант стены (*mei-3), для обозначения внешних стен."
" пол"," ПОЧВА Слово «почва» происходит от латинского solum. Древнеримские этимологи связывали со словом solum также слова изгнанный и изгнанный (ex-, снаружи, solum = из-под земли), которые современная этимология интерпретирует по-разному. Этот solum первоначально относился к подошве стопы и связан с индоевропейским корнем *sel-1 (жилище) по Робертсу-Пастору и *su̯el-3 по Покорному. Не путать с другим solum, от соло и монолога, происходящего от корня *se-."
" Затыкать","ВИЛКА Слово «вилка» имеет значение «место, к которому подсоединяется труба или цепь» и происходит от глагола «подключать», а это от звукоподражания chuf = «звук, издаваемый двумя соединенными трубами». См.: вилка, запутать, а также звукоподражание. Внимание: это минимальный вход. У нас даже нет его в алфавитном указателе ниже, и мы не включаем его в общее количество слов в этом словаре. Для получения дополнительной информации рекомендуется перейти по ссылкам, указанным выше синими буквами."
" резать резать","Глагол резать происходит от латинского curtare (сокращать, сокращать, укорачивать, ампутировать), глагола, происходящего от латинского прилагательного curtus (сокращать, сокращать, усекать), от которого также такие слова, как сокращать, сокращать, четвертый и ракурс. приходить. Глагол curtare уже появляется в абстрактном смысле сокращения, уменьшения или сокращения у таких авторов, как Гораций (1 век до н.э.) и Персий (1 век нашей эры). В сельскохозяйственном смысле мы использовали его в s. IV нашей эры агроном Эмилиано Палладио и философ Боэций используют его в начале s. VI AD в смысле ампутации конечности. Индоевропейцы связывают прилагательное curtus с индоевропейским корнем *sker-1 (резать), который часто встречается с сокращенной начальной буквой s и с которым они также связывают различные латинские слова (см. краткий обзор). Есть несколько противопоставленных слов, образованных от сокращённого -, например: Газонокосилка - машина для стрижки травы. Противопожарные полосы - полосы земли, которые делаются в полях и горах для того, чтобы пожары не распространялись. Кортаписа - ножевое препятствие. Перочинный нож - маленький нож. Кусачки для ногтей - инструмент, похожий на пинцет, используемый для стрижки ногтей."
антенна," АНТЕННА Слово «антенна» происходит от латинского «anten» (верга или горизонтальная палка, удерживающая паруса корабля на мачте). Аристотель называл усики насекомых κεραία (петушиными). Поэтому мы также используем слово «антенна» для обозначения сенсорных нитей, которые есть у насекомых на голове."
" Текущий","ТЕЧЕНИЕ Слово «текущий» происходит от латинского currens, currentis и означает «тот, который течет». Его лексические компоненты: currere (бегать) плюс суффикс -nte (агент, тот, кто совершает действие). См.: суффиксы, другие латинские корни, бег, а также курсор. Внимание: это минимальный вход. Он включает только корень и суффикс текущего слова. У нас даже нет его в алфавитном указателе ниже, и мы не включаем его в общее количество слов в этом словаре. Рекомендуется перейти по ссылкам, указанным выше синими буквами, для получения дополнительной информации об элементах, из которых состоит это слово."
" центральный","ЦЕНТРАЛЬНЫЙ Слово «центральный» происходит от латинского centralis и означает «относящийся к центру». Его лексические компоненты: centrum (центр) плюс суффикс -al (связанный с). См.: суффиксы, другие латинские корни, центр, центрифуга, а также концентрация. Внимание: это минимальный вход. Он включает только корень и суффикс центрального слова. У нас даже нет его в алфавитном указателе ниже, и мы не включаем его в общее количество слов в этом словаре. Рекомендуется перейти по ссылкам, указанным выше синими буквами, для получения дополнительной информации об элементах, из которых состоит это слово."
" крыша","КРЫША Согласно DRAE и Краткому этимологическому словарю испанского языка Джоана Короминаса, слово «крыша» происходит от арабского suteih, а это от sath (равнина, терраса). Арабское سطح saṭḥ «крыша, терраса, терраса, плоская крыша» имело в андалузском диалекте своеобразное уменьшительное suṭayyaḥ. Вот откуда пришел испанский язык в форме с ассимилированным артиклем as-suṭayyaḥ, который дал португальское açoteia и его вариант soteia и испанскую крышу со старым вариантом azutea, когда-то записывавшимся как açotea (Nebrija 1495), açutea (Alcalá 1505). )."
" порог"," КРЫЛЬЕ Слово крыльцо (навес у входа в здание) происходит от каталонского porxe. Это слово является родовой эволюцией латинского porticus (портал), происходящего от porta (дверь). Это слово связано с индоевропейским корнем *per- (нести, приносить)."
" Небесный свет","СВЕТИЛЬНИК Слово «мансардный люк» (отверстие в крыше или верхней части стены) происходит от французского claire-voie (ясный путь). Слово claire, как и наше слово clear, происходит от латинского clarus (яркий, светлый, ясный, прославленный, знаменитый). Оно связано с индоевропейским корнем *kel-4 (кричать). Слово voie происходит от латинского via = «путь», как в via, очевидный, тривиальный и трамвай. Оно связано с корнем *wegh, который дал нам wagon, вагнеровское, через германское waggen (телега)."
" украшать"," УКРАШАТЬ Глагол украсить (украсить) происходит от латинского слова украсить, а это от существительного decus, decoris (украшение, приличие). Вот где мы получаем и приличие, благопристойность, порядочность. Это слово связано с индоевропейским корнем *dek- (взять, принять), присутствующим в греческом δοξα (doxa = мнение, учение, похвала, слава) и отсюда слова догмат, парадокс, ортодокс и славословие."
" ремонт","РЕМОНТ Глагол ремонт происходит от латинского reparare (снова готовить, восстанавливать, возвращать что-либо в прежнее состояние путем оснащения, восстанавливать и с опозданием отдавать что-либо в обмен на повреждение), составного глагола re- (назад, снова) и глагола parare (готовить, снаряжать, закупать). Бесчисленное количество слов происходит от parare и его обильных латинских приставок, таких как остановка, местонахождение, место, апарар, сервант, приспособление, покупка, снятие, парапет, штукатурка, подготовка, отделение, ремонт и т. д. Глагол parare происходит от индоевропейского корня *perә-1 (производить, добывать), который также дал в латинском языке суффикс глагола parĕre (родить, родить, глагол, отличный от parere, повиноваться), от которого происходит родить, родственник, родство, родство, роды, воспитание, первородящие, послеродовые, послеродовые и репертуар."
" реформа","РЕФОРМА Слово «реформа» происходит от латинского слова «reformare» и означает «преобразовывать что-либо». Его лексическими компонентами являются: префикс ре- (назад), форма (фигура, изображение) плюс суффикс -ар (окончание, используемое для образования глаголов). См.: приставки, суффиксы, другие латинские корни, рекостар и также форма. Внимание: это минимальный вход. Он включает только префикс, корень и суффикс слова реформа. У нас даже нет его в алфавитном указателе ниже, и мы не включаем его в общее количество слов в этом словаре. Рекомендуется перейти по ссылкам, указанным выше синими буквами, для получения дополнительной информации об элементах, из которых состоит это слово."
" предохранитель, предохранители","ПРЕДОХРАНИТЕЛЬ Слово «предохранитель» происходит от латинского fusio и означает «плавящийся». Его лексические компоненты: fusum (супин из fundere, таять, разливать) плюс суффикс -ible (который может). См.: суффиксы, другие латинские корни, расплав, инфузория, а также путаница. Внимание: это минимальный вход. Он включает только корень и суффикс плавкого слова. У нас даже нет его в алфавитном указателе ниже, и мы не включаем его в общее количество слов в этом словаре. Рекомендуется перейти по ссылкам, указанным выше синими буквами, для получения дополнительной информации об элементах, из которых состоит это слово."
" вентилятор","ВЕНТИЛЯТОР Слово «вентилятор» теперь означает «устройство, удаляющее воздух» и «отверстие в помещении для обновления воздуха», также называемое «вентиляцией». Любопытно, но в римской древности оно не означало именно этого, так как оно происходит непосредственно от существительного ventĭlātor, которое в агрономических сочинениях Колумеллы означало «тот, кто веет зерно, чтобы очистить его, отделить хорошее от плохого»; Согласно Квинтилиану, он был «жонглером», «обманщиком»; для римлянина Пруденция это был «возмутитель спокойствия», «возмутитель спокойствия», «повстанец», но в любом случае этот термин нес в себе идею перемещения чего-либо, как сегодня вентилятор движет воздух. Ventĭlātor происходит от глагола ventĭlo, are, что означает «проветривать», «удалять воздух», от ventulus или «небольшой ветер», уменьшительное, образованное от «ventus», «ветер», «flaulence», «дыхание» плюс уменьшительный суффикс латинского -ulus. В термине вентилятор мы находим окончание -dor от латинского -tor (что делает, агент), которое может образовывать прилагательные или существительные, например, решетка, сепаратор, возмутитель, поставщик, метр, заслонка, коллектор, переговорщик и т. д. . Эти слова связаны с индоевропейским корнем *we- (дуть)."
